"Resource_ID","name","CREATED_date","Days","RESOURCE_GROUP_NAME","subscription_NAME"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/SqlIaasExtension","awspad001/SqlIaasExtension","03-12-2022 03:16:45","178","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Network/networkInterfaces/nic_01_sandpsub_awspad001","nic_01_sandpsub_awspad001","01-12-2022 16:55:47","180","Microsoft.Network/networkInterfaces","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PBI_WESTUS2/providers/Microsoft.Compute/disks/awspbi001_osdisk","awspbi001_osdisk","25-07-2022 20:17:52","308","Microsoft.Compute/disks","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Compute/virtualMachines/awspbi001","awspbi001","25-07-2022 20:17:49","308","Microsoft.Compute/virtualMachines","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/AzureMonitorWindowsAgent","awspbi001/AzureMonitorWindowsAgent","11-04-2023 18:56:34","49","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/DependencyAgentWindows","awspbi001/DependencyAgentWindows","25-07-2022 20:28:06","308","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/firewall_disable","awspbi001/firewall_disable","25-07-2022 20:18:22","308","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PBI_WESTUS2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/MDE.Windows","awspbi001/MDE.Windows","26-07-2022 05:34:14","308","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PBI_WESTUS2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/MicrosoftMonitoringAgent","awspbi001/MicrosoftMonitoringAgent","26-07-2022 22:36:11","307","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Compute/virtualMachines/awspbi001/extensions/SqlIaasExtension","awspbi001/SqlIaasExtension","03-12-2022 06:16:59","178","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pbi_westus2/providers/Microsoft.Network/networkInterfaces/nic_01_sandpsub_awspbi001","nic_01_sandpsub_awspbi001","25-07-2022 20:05:14","308","Microsoft.Network/networkInterfaces","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_sap_lib_westus2/providers/Microsoft.Storage/storageAccounts/stgssaplibwestus2001","stgssaplibwestus2001","11-04-2022 13:38:16","414","Microsoft.Storage/storageAccounts","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_sap_lib_westus2/providers/Microsoft.Storage/storageAccounts/stgstfstatewestus2001","stgstfstatewestus2001","11-04-2022 13:38:16","414","Microsoft.Storage/storageAccounts","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_SAP_MGMT_WESTUS2/providers/Microsoft.Compute/disks/alsdep001-OsDisk","alsdep001-OsDisk","11-04-2022 20:19:18","413","Microsoft.Compute/disks","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_sap_mgmt_westus2/providers/Microsoft.Compute/snapshots/alsdep001_OSDisk_CTASK0133817_29042023","alsdep001_OSDisk_CTASK0133817_29042023","29-04-2023 09:33:46","31","Microsoft.Compute/snapshots","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_sap_mgmt_westus2/providers/Microsoft.Compute/virtualMachines/alsdep001","alsdep001","11-04-2022 20:19:15","413","Microsoft.Compute/virtualMachines","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_sap_mgmt_westus2/providers/Microsoft.Compute/virtualMachines/alsdep001/extensions/AzureMonitorLinuxAgent","alsdep001/AzureMonitorLinuxAgent","11-04-2023 18:21:00","49","Microsoft.Compute/virtualMachines/extensions","sandbox"
